"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a32067d919ece5f55fe_og-image.png","Lumen5","AI-powered video creation tool","Generative Video","51","Text-To-Video"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a2150547b5263c73229029_Badge_Home_1200x630.jpeg","Hints","Create and update tickets and sales pipeline from messengers, email, or SMS","Marketing","51","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edcc6dceee932fc89768_SMOKING_ROBOT_02-01.png","Smoking Robot AI","AI tool directory helps users find, review, and stay up to date on the latest AI tools","Aggregators","51",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d1bd2003906d05ed64b260_Screenshot-1-25-2023-3.36.52%20PM.png","Deep Dream Generator","Quickly generate unique and high-quality images","Generative Art","51","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c714675ed1990482d147d0_img-book.png","InstaNovel","Generate your own mini-novel with 1 prompt","For Fun","51",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dd0d1db6d0e0dbf3fbf_image-twitter.png","LinkOut","Helps users quickly create LinkedIn messages","Social Media","51",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c5b44b88e0b383ec3a6177_photo-1517694712202-14dd9538aa97.jpg","Keywrds.ai","Deep dive into any niche and uncover keywords that your target audience is searching for","Marketing","51",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c466c858ebaedf59932469_LcSocial.png","DoNotPay","Get legal help using AI","Finance","51","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccece51585124b6b4ac8b_timemachine_6.jpeg","AI Time Machine","Create historic looking AI avatars and profile pics","Avatar","51","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d1a8da45dbf82882294799_ogImage.png","Narration Box","Text-to-speech voice synthesis","Text-To-Speech","50",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c85ecadd267e0362f9e789_63221483ce28195d27ad8505_628295b817892a2a28f58ff9_Frame%202%20(2)-min.png","Listnr","High-quality text-to-speech generator","Text-To-Speech","50","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ac7f7e7960f22b5bbc976f_Frame-481794-1.png","Leonardo.ai","Create unique production-ready game assets","Generative Art","50","Gaming"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bda573814615893ad1d364_eli5-logo-icon.png","Explain Like I'm Five","Explains like complex topics like your five","Research","49",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edca6dceee84f5c89741_prompt-builder-v0-2-0.webp","promptoMANIA","AI art community with an online prompt builder for generative art","Prompt Guides","49","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e16a1bc9993968784835d2_fallback_image.png","Stable Attribution","Identify the creators of AI-trained images and share their attribution link","Research","49","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63df012ef46ebf79d28e5ebc_Screenshot-2-4-2023-5.06.30%20PM.png","YouTube Summarized","Quickly creates summaries of YouTube videos","Research","49",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f5e0756eab500ec8f09d74_aiart-fm-logo.webp","aiart.fm","An Art tool to create artwork.","Generative Art","48",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c59524c4172e64d1472b26_Card-Dark-2.png","Jaq n Jil","AI-powered writing assistant to quickly create content","Copywriting","48","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e89b3eb70a2f0849f76bbc_decoherence-logo.png","Decoherence","A tool to Create AI animations and synchronize them with your music.","Generative Video","48",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ac7f7bec3de443b5c69e3a_zoRf1rU.png","ChatBCG","Generative AI for slides","Copywriting","48","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4bab6e095354f3506842_63bc6da15db46c6a02854c7a_computer.webp","Uminal","Like ChatGPT but can also search the web","Chat","48","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ced3b2c32db27b3cb5664e_og-image.png","ChefGPT","AI-powered recipe recommendation tool","For Fun","48",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0ea0bdf4339d573e8d7_preview.png","GPT-Minus1","A tool that tries to fool AI chat detection","AI Detection","47",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e9d807f93ed948035e8651_illustroke-logo.png","Illustroke","A tool to create vector illustrations from text prompts.","Generative Art","47","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a2150554d1eb5a6c2734fd_youtube_summary_ogp.jpeg","Glasp YouTube Summarizer","Chrome extension - Runs YouTube videos through GPT and summarizes them","Speech-To-Text","47","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d977b11e7eab01462a2abe_Screenshot-1-31-2023-12.18.49%20PM.png","Social Comments GPT","Chrome Extension to generate comments for social media platforms","Social Media","47",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cee75f44dce7dfd2cd4324_split-image-midjourney.jpg","Midjourney Grid Splitter","Split your MidJourney Grid","Generative Art","47",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d02a52b897f319cbfe2897_Screenshot-1-24-2023-10.57.21%20AM.png","Blog Post Generator","Generates SEO-optimized blog posts","Copywriting","46",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b5e15c7e7cc161902215c_639acb3b16d4d922a00fe124_Screenshot%2520(30).png","Gigapixel AI Upscaler","Use AI to upscale small or pixelated images","Image Improvement","46","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab148b269838d0b6283_63af2e7771109a367d84dec8_skull-tattoo-idea.png","Blackink AI","AI-generated tattoo ideas","For Fun","46","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b940f2296e4d05081138b_thumbnail_wide.png","Monster Mash","Convert drawn images into 3D images and then animate them","Image Scanning","46","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c7146b2543617853f08877_iaHPuRKNLyYrity5PqJ6yh2iOm2A9jzbdMiWmPNXRVv4fhYDhYXuNzsP5gry-sOHtsp3k15YCwPHZmHuCojVncIx4g%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Ghostwrite","ChatGPT Email Assistant","Copywriting","46","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e5e0456a78a37ff4a39f5f_Microsoft.VisualStudio.Services.Icons.png","Code-GPT","Instant code explanations to help users understand and code faster","Generative Code","45",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab55adbfc09a8e42096_63ac802beb96a76309afd1c1_detect-gpt.png","Detect GPT","Chrome extension that detects and flags AI-generated content","AI Detection","45","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb2147fbf4f5434d03efd2_Screenshot-1-20-2023-2.21.57%20PM.png","Pickaxe","Create tools powered by AI with no code","Generative Code","45","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ced3ab81a87d41cbd8856c_image.jpeg","Neural Love","A suite of AI-art, image, video, and text-improvement tools","Generative Art","45","Image Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cb0b21dab87b598e94e3_hand.png","Tute.ai","AI-powered virtual tutoring platform to personalize learning experiences","Self-Improvement","45","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e2872551256ab44d4530_audio_951778_2021-10-07-NQWE8YO-0.jpeg","Reachout.ai","Create customized talking-head videos at scale","Generative Video","45","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bc4b6adf78f4261e074c8d_targum_yellow_banner.png","Targum Video","Quickly transcribe, translate, and share social media videos in any language","Translation","45","Speech-To-Text"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb2246b627334710087e8b_image-mixer-demo.png","Image Mixer","Blend multiple images together to create a new image","Generative Art","45","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71aad8f94ecd59f3368ac_63b30e1b82891d624a06c5c5_Screenshot%2520(115).png","100+ AI Prompts","A Trello board of prompts for ChatGPT, Dall-e, Midjourney, and Stable Diffusion","Prompt Guides","44",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dabcf352f18e4450b369e0_out-0.webp","Paint by Text","Image editing tool to customize photos using written instructions","Generative Art","43",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf26698dfe7e588f301363_512x512bb.jpg","PlaylistAI","AI-powered playlist creator for Spotify and Apple Music","Music","43","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac31be501f8106cc0daff_639a92681680c460c3f8a187_Screenshot%2520(22).png","AI Image Enlarger","Use AI to upscale small or pixelated images","Image Improvement","43",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c832c9e0bbc25fc73fd12a_logo-head.png","Legalese Decoder","Translate Legal docs to plain English","Research","43",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab1d11b8130796c4c32_63b0736b5808d3cb583e1f0d_Screenshot%2520(108).png","Browse AI","No-code data extraction and web-scrapping","Productivity","43","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e16a2070c1a52fab1770c1_og.png","Chatbase","Upload your own documents and then chat with them","Chat","43","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b940e6533aea796152ce2_nvidia-omniverse-audio2face-app-og-image-1200x630.jpeg","Omniverse Audio2Face","AI avatar and facial animation","Motion Capture","43","Generative Video"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf1f7e8646dbef2bea394b_2phones.webp","Text GPT","Access OpenAI's GPT and Dall-E 2 through text messages","Chat","43","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bc4c4ec069146384eea74_298025636_1113057562980637_7615670122075360388_n.png","InVideo","Video maker with a large suite of AI tools","Video Editing","42",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639acba0aff1d85cf010ac90_tropical.png","Interior AI","Take a picture of an empty room and let AI do your interior designing","For Fun","42","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac1e48360e4c35d94e0_63aded33cee58c075407bf0d_Screenshot%2520(93).png","PlayPhrase.me","Find video clips using quotes from movies or tv","For Fun","42","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bda571a5f6f1f875496d4c_Siri%2BChatGPT.jpeg","ChatGPT for Siri","Activate ChatGPT through Siri using voice commands","Chat","41","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dd63249b51ae9086b774dc_Screenshot-2-3-2023-11.40.05%20AM.png","Maroofy","Discover music based on your preferences","Music","41","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edc135d2ad1ea7cb4e76_og.jpeg","Gimme Summary AI","Chrome extension that uses ChatGPT AI to summarize articles on the web","Research","41","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c5951f838ff553356e5b4e_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1673725405125x221462716032177820%252F63c21750b37c781309e48674-transparent.png","Photor","Image recognition to analyze and select the best images for professional or personal use","Social Media","41",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e16a1864fca183607ca501_federai-thumbnail.png","FederAI","Helps users grow their Twitter audience","Social Media","40",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a307ed47eb3d22fdae5_open-graph-image-newfunnel.png","Grammarly","Checks grammar, spelling, punctuation, style, and plagiarism","Copywriting","40","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d409693caa0630068452a9_template-designer.png","Switchboard Canvas","A media toolkit offering automated image production, templates, and translation tools","Generative Art","40","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00c4da4a3546cf184b7_Twitter-Post-1024x512-px-2.jpeg","ShowGPT","Ideas for prompts for Chat GPT","Inspiration","40","Prompt Guides"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d1a8deda981687c0765bc9_chatbotkit.png","ChatBotKit","AI chatbot platform","Chat","40","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c714975ed199be7ad176ca_banner.png","MightyGPT","ChatGPT on Whatsapp","Chat","40",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c85d1919953243de3cb909_ypNHbXnlzAOFZB8alHqQozUxrkXvFiaSdqADBOb7.png","AI Chatbots in Messengers","AI chatbots in messengers","Chat","40",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e5e03d2c339882be1ea9bf_share-img-aiisajoke.png","AI Is a Joke","Enter a topic and it will give you a joke","For Fun","39",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc13c86796f73e62ef6c2f_unnamed.jpg","IntelliMail","Email writing assistant","Productivity","39",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ea99d0f42f4b58cd59ee4f_photo-ai-social-media-pic-2023-01-13.jpeg","Photo AI","A tool for Photographers to create custom photo shoots, training own models, copycatting photos.","Image Improvement","39",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c5b8be17070439c3da2cca_Screenshot%20(187).png","Paper Brain","Makes complex papers easy to understand","Research","39","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bc4c7ec0691ce9f4eea77_639bbba944c78556927e73f4_Screenshot%2520(34).png","Talk to Books (Google)","Ask a question and find answers from books in Google's database","Productivity","39","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dd61bc66106b415b97bcfe_card-image.jpeg","AIbstract","Generate and stream personalized, original and royalty-free music in real time","Music","39",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0097eb20c7110002380b2_Hanami-Release.png","Hanami live translator","A tool to translate spoken words, web called and speech recognition in real-time.","Speech-To-Text","39",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a7d1b3ee1f9b86a64e589d_og-image.png","Fliki","Turn text into videos with AI voices","Generative Video","39","Text-To-Speech"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b940dd9aa26f45b8d97f3_ebsynth-image.jpeg","EbSynth","Combine a reference video and reference image to make unique animations","Generative Video","39","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ced3b1fc976721cdd13d4b_https%253A%252F%252Fd1muf25xaso8hp.cloudfront.net%252Fhttps%25253A%25252F%25252Fs3.amazonaws.com%25252Fappforest_uf%25252Ff1673569622104x466781540791520100%25252Fquickie-slides-01.jpeg","Quickie","AI-powered Chrome extension with text-to-speech, summarizing, and more","Productivity","38","Text-To-Speech"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639acb664ae326f53319ff94_639ac41d9130cba39b7e59e9_Screenshot%2520(28).png","This Person Does Not Exist","Quickly create a randomly generated human face","Generative Art","38",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c85e888b0dd6d9a8d015f6_60a0567fa9e15b552697dc33_Speecheasy-app-badge%20(1).png","SpeechEasy","High-quality text-to-speech generator","Text-To-Speech","38",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f763553583172456cf7f05_picwonderful-logo.png","PicWonderful","An online photo editing toolkit.","Image Improvement","38",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bda56effc7bd85338fd692_321bc13e-6c30-4977-8c46-dd57b0a3375d.png","STUDIO","Web Design Using AI","Marketing","38",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b2558a26492024b76e1ad3_og.webp","Cover Letter AI","AI tool that helps write professional cover letters in just minutes","Copywriting","38","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e1dfbfee3b2060260a13a2_Screenshot-2-6-2023-9.20.57%20PM.png","PowerMode","Ideate and pitch your next startup","Productivity","38","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abcb6a3a06b25e30c75_63a9eff9a56baefc32942172_Screenshot%2520(76).png","Memorable Ad Maker","Builds images that optimize for marketing KPIs","Generative Art","38","Marketing"
